"","tid","school_year","school_code","job_code","degree","t_is_teacher","experience","hire_date","termination_date"
"12138",2126,2010,465,"Teacher","Master's Degree",1,34,"8/6/1978",""
"12139",2126,2011,465,"Teacher","Master's Degree",1,35,"8/6/1978",""
"12140",2126,2012,465,"Teacher","Master's Degree",1,NA,"8/6/1978",""
"12141",2127,2004,9,"Substitute",NA,0,NA,"8/7/2003",""
"12142",2127,2005,9,"Substitute",NA,0,NA,"8/7/2003",""
"12143",2127,2006,265,"Teacher",NA,1,NA,"8/7/2003",""
"12144",2127,2007,265,"Teacher","Bachelor's Degree",1,2,"8/7/2003",""
"12145",2127,2008,265,"Teacher","Bachelor's Degree",1,3,"8/7/2003",""
"12146",2127,2009,265,"Teacher","Bachelor's Degree",1,4,"8/7/2003",""
"12147",2127,2010,265,"Teacher","Bachelor's Degree",1,5,"8/7/2003",""
"12148",2127,2011,265,"Teacher","Bachelor's Degree",1,6,"8/7/2003",""
"12149",2127,2012,265,"Teacher","Bachelor's Degree",1,NA,"8/7/2003",""
"12150",2128,2004,560,"Teacher","Doctorate Degree",1,35,"8/18/1969","7/4/2006"
"12151",2128,2005,560,"Teacher","Doctorate Degree",1,36,"8/18/1969","7/4/2006"
"12152",2128,2006,560,"Teacher","Doctorate Degree",1,36,"8/18/1969","7/4/2006"
"12153",2129,2004,295,"Teacher","Master's Degree",1,25,"8/14/1990",""
"12154",2129,2005,295,"Teacher","Master's Degree",1,26,"8/14/1990",""
"12155",2129,2006,295,"Teacher","Master's Degree",1,26,"8/14/1990",""
"12156",2129,2007,295,"Teacher","Master's Degree",1,27,"8/14/1990",""
"12157",2129,2008,295,"Teacher","Master's Degree",1,28,"8/14/1990",""
"12158",2129,2009,295,"Teacher","Master's Degree",1,29,"8/14/1990",""
"12159",2129,2010,295,"Teacher","Master's Degree",1,30,"8/14/1990",""
"12160",2129,2011,295,"Teacher","Master's Degree",1,31,"8/14/1990",""
"12161",2129,2012,295,"Teacher","Master's Degree",1,NA,"8/14/1990",""
"12162",2130,2011,225,"Teacher","Bachelor's Degree",1,1,"11/7/2010",""
"12163",2130,2012,225,"Teacher","Bachelor's Degree",1,NA,"11/7/2010",""
"12164",2131,2004,580,"Teacher","Master's Degree",1,28,"8/29/1976",""
"12165",2131,2005,580,"Teacher","Master's Degree",1,29,"8/29/1976",""
"12166",2131,2006,580,"Teacher","Master's Degree",1,29,"8/29/1976",""
"12167",2131,2007,580,"Teacher","Master's Degree",1,30,"8/29/1976",""
"12168",2131,2008,580,"Teacher","Master's Degree",1,31,"8/29/1976",""
"12169",2131,2009,580,"Teacher","Master's Degree",1,32,"8/29/1976",""
"12170",2131,2010,580,"Teacher","Master's Degree",1,33,"8/29/1976",""
"12171",2131,2011,580,"Teacher","Master's Degree",1,34,"8/29/1976",""
"12172",2131,2012,580,"Teacher","Master's Degree",1,NA,"8/29/1976",""
"12173",2132,2007,265,"Classroom Assistant",NA,0,NA,"10/16/2006",""
"12174",2132,2008,265,"Counselor",NA,0,NA,"10/16/2006",""
"12175",2132,2009,265,"Counselor",NA,0,NA,"10/16/2006",""
"12176",2132,2010,265,"Teacher","Bachelor's Degree",1,11,"10/16/2006",""
"12177",2132,2011,265,"Teacher","Master's Degree",1,12,"10/16/2006",""
"12178",2132,2012,265,"Teacher","Master's Degree",1,NA,"10/16/2006",""
"12179",2133,2004,515,"Teacher","Bachelor's Degree",1,13,"9/2/1992",""
"12180",2133,2005,515,"Teacher","Bachelor's Degree",1,14,"9/2/1992",""
"12181",2133,2006,515,"Teacher","Bachelor's Degree",1,14,"9/2/1992",""
"12182",2133,2007,515,"Teacher","Bachelor's Degree",1,15,"9/2/1992",""
"12183",2133,2008,515,"Teacher","Bachelor's Degree",1,16,"9/2/1992",""
"12184",2133,2009,515,"Teacher","Bachelor's Degree",1,17,"9/2/1992",""
"12185",2133,2010,515,"Teacher","Bachelor's Degree",1,18,"9/2/1992",""
"12186",2133,2011,515,"Teacher","Bachelor's Degree",1,19,"9/2/1992",""
"12187",2133,2012,515,"Teacher","Bachelor's Degree",1,NA,"9/2/1992",""
"12188",2134,2006,206,"Classroom Assistant",NA,0,NA,"8/30/2005",""
"12189",2134,2007,206,"Teacher","Bachelor's Degree",1,1,"8/30/2005",""
"12190",2134,2008,206,"Teacher","Bachelor's Degree",1,2,"8/30/2005",""
"12191",2134,2009,206,"Teacher","Bachelor's Degree",1,3,"8/30/2005",""
"12192",2134,2010,206,"Teacher","Bachelor's Degree",1,4,"8/30/2005",""
"12193",2135,2004,549,"Teacher","Master's Degree",1,17,"8/9/1998",""
"12194",2135,2005,549,"Teacher","Master's Degree",1,18,"8/9/1998",""
"12195",2135,2006,549,"Teacher","Master's Degree",1,18,"8/9/1998",""
"12196",2135,2007,549,"Teacher","Master's Degree",1,19,"8/9/1998",""
"12197",2135,2008,549,"Teacher","Master's Degree",1,20,"8/9/1998",""
"12198",2135,2009,549,"Teacher","Master's Degree",1,21,"8/9/1998",""
"12199",2135,2010,549,"Teacher","Master's Degree",1,22,"8/9/1998",""
"12200",2135,2011,549,"Teacher","Master's Degree",1,23,"8/9/1998",""
"12201",2135,2012,549,"Teacher","Master's Degree",1,NA,"8/9/1998",""
"12202",2136,2010,261,"Teacher","Bachelor's Degree",1,2,"8/8/2009",""
"12203",2136,2011,261,"Teacher","Bachelor's Degree",1,2,"8/8/2009",""
"12204",2136,2012,285,"Teacher","Bachelor's Degree",1,NA,"8/8/2009",""
"12205",2137,2004,252,"Teacher","Bachelor's Degree",1,7,"8/12/1998",""
"12206",2137,2005,252,"Teacher","Bachelor's Degree",1,8,"8/12/1998",""
"12207",2137,2006,252,"Teacher","Bachelor's Degree",1,8,"8/12/1998",""
"12208",2137,2007,252,"Teacher","Bachelor's Degree",1,9,"8/12/1998",""
"12209",2137,2008,252,"Teacher","Bachelor's Degree",1,10,"8/12/1998",""
"12210",2137,2009,252,"Teacher","Bachelor's Degree",1,11,"8/12/1998",""
"12211",2137,2010,252,"Teacher","Master's Degree",1,12,"8/12/1998",""
"12212",2137,2011,252,"Teacher","Master's Degree",1,13,"8/12/1998",""
"12213",2137,2012,252,"Teacher","Master's Degree",1,NA,"8/12/1998",""
"12214",2138,2007,268,"Teacher","Master's Degree",1,14,"2/2/2004",""
"12215",2138,2008,268,"Teacher","Master's Degree",1,15,"2/2/2004",""
"12216",2138,2009,268,"Teacher","Master's Degree",1,16,"2/2/2004",""
"12217",2138,2010,268,"Teacher","Master's Degree",1,17,"2/2/2004",""
"12218",2138,2011,268,"Teacher","Master's Degree",1,7,"2/2/2004",""
"12219",2138,2012,268,"Teacher","Master's Degree",1,NA,"2/2/2004",""
"12220",2139,2004,407,"Teacher","Bachelor's Degree",1,29,"1/27/1977","8/7/2007"
"12221",2139,2005,407,"Teacher","Bachelor's Degree",1,30,"1/27/1977","8/7/2007"
"12222",2139,2006,407,"Teacher","Bachelor's Degree",1,30,"1/27/1977","8/7/2007"
"12223",2139,2007,407,"Teacher","Bachelor's Degree",1,31,"1/27/1977","8/7/2007"
"12224",2140,2004,217,"Classroom Assistant",NA,0,NA,"10/26/2003",""
"12225",2140,2005,217,"Substitute",NA,0,NA,"10/26/2003",""
"12226",2140,2006,217,"Classroom Assistant",NA,0,NA,"10/26/2003",""
"12227",2140,2007,217,"Classroom Assistant",NA,0,NA,"10/26/2003",""
"12228",2140,2008,217,"Teacher","Master's Degree",1,1,"10/26/2003",""
"12229",2140,2009,217,"Teacher","Master's Degree",1,22,"10/26/2003",""
"12230",2140,2010,217,"Teacher","Master's Degree",1,3,"10/26/2003",""
"12231",2140,2011,217,"Teacher","Master's Degree",1,4,"10/26/2003",""
"12232",2140,2012,217,"Teacher","Master's Degree",1,NA,"10/26/2003",""
"12233",2141,2004,460,"Teacher","Bachelor's Degree",1,15,"8/20/1992",""
"12234",2141,2005,460,"Teacher","Bachelor's Degree",1,16,"8/20/1992",""
"12235",2141,2006,460,"Teacher","Bachelor's Degree",1,16,"8/20/1992",""
"12236",2141,2007,460,"Teacher","Bachelor's Degree",1,17,"8/20/1992",""
"12237",2141,2008,460,"Teacher","Bachelor's Degree",1,18,"8/20/1992",""
"12238",2141,2009,460,"Teacher","Bachelor's Degree",1,19,"8/20/1992",""
"12239",2141,2010,460,"Teacher","Bachelor's Degree",1,20,"8/20/1992",""
"12240",2141,2011,460,"Teacher","Bachelor's Degree",1,21,"8/20/1992",""
"12241",2141,2012,460,"Teacher","Bachelor's Degree",1,NA,"8/20/1992",""
"12242",2142,2009,275,"Teacher","Bachelor's Degree",1,1,"8/15/2008",""
"12243",2142,2010,275,"Teacher","Bachelor's Degree",1,2,"8/15/2008",""
"12244",2142,2011,275,"Teacher","Master's Degree",1,3,"8/15/2008",""
"12245",2142,2012,275,"Teacher","Master's Degree",1,NA,"8/15/2008",""
"12246",2143,2011,9,"Substitute",NA,0,NA,"12/1/2010",""
"12247",2143,2012,44,"Teacher","Bachelor's Degree",1,NA,"12/1/2010",""
"12248",2144,2009,222,"Teacher","Master's Degree",1,33,"9/12/1986","6/6/2010"
"12249",2144,2010,260,"Teacher","Master's Degree",1,34,"9/12/1986","6/6/2010"
"12250",2145,2007,9,"Coach",NA,0,NA,"8/6/2006","9/12/2011"
"12251",2145,2008,900,"Teacher","Bachelor's Degree",1,1,"8/6/2006","9/12/2011"
"12252",2145,2009,900,"Teacher","Bachelor's Degree",1,2,"8/6/2006","9/12/2011"
"12253",2145,2010,900,"Teacher","Bachelor's Degree",1,3,"8/6/2006","9/12/2011"
"12254",2145,2011,900,"Teacher","Bachelor's Degree",1,4,"8/6/2006","9/12/2011"
"12255",2146,2007,9,"Substitute",NA,0,NA,"8/12/2006","7/1/2010"
"12256",2146,2008,410,"Teacher","Bachelor's Degree",1,1,"8/12/2006","7/1/2010"
"12257",2146,2009,410,"Teacher","Bachelor's Degree",1,2,"8/12/2006","7/1/2010"
"12258",2146,2010,475,"Teacher","Bachelor's Degree",1,3,"8/12/2006","7/1/2010"
"12259",2147,2006,465,"Teacher","Bachelor's Degree",1,1,"8/26/2005","8/1/2007"
"12260",2147,2007,465,"Teacher","Bachelor's Degree",1,2,"8/26/2005","8/1/2007"
"12261",2148,2009,9,"Substitute",NA,0,NA,"8/29/2008","6/21/2011"
"12262",2148,2010,9,"Coach",NA,0,NA,"8/29/2008","6/21/2011"
"12263",2148,2011,255,"Teacher","Master's Degree",1,1,"8/29/2008","6/21/2011"
"12264",2149,2004,480,"Principal / Assistant Principal",NA,0,NA,"9/12/2003","7/4/2006"
"12265",2149,2005,480,"Principal / Assistant Principal",NA,0,NA,"9/12/2003","7/4/2006"
"12266",2149,2006,480,"Principal / Assistant Principal",NA,0,NA,"9/12/2003","7/4/2006"
"12267",2149,2008,597,"Teacher","Master's Degree",1,5,"8/31/2007",""
"12268",2149,2009,597,"Teacher","Master's Degree",1,6,"8/31/2007",""
"12269",2149,2010,597,"Teacher","Master's Degree",1,7,"8/31/2007",""
"12270",2149,2011,597,"Teacher","Master's Degree",1,8,"8/31/2007",""
"12271",2149,2012,511,"Teacher","Master's Degree",1,NA,"8/31/2007",""
"12272",2150,2004,312,"Teacher","Bachelor's Degree",1,7,"12/26/2002",""
"12273",2150,2005,312,"Teacher","Bachelor's Degree",1,8,"12/26/2002",""
"12274",2150,2006,312,"Teacher","Bachelor's Degree",1,8,"12/26/2002",""
"12275",2150,2007,312,"Teacher","Bachelor's Degree",1,9,"12/26/2002",""
"12276",2150,2008,312,"Teacher","Bachelor's Degree",1,10,"12/26/2002",""
"12277",2150,2009,312,"Teacher","Bachelor's Degree",1,11,"12/26/2002",""
"12278",2150,2010,312,"Teacher","Master's Degree",1,12,"12/26/2002",""
"12279",2150,2011,312,"Teacher","Master's Degree",1,13,"12/26/2002",""
"12280",2150,2012,312,"Teacher","Master's Degree",1,NA,"12/26/2002",""
"12281",2151,2007,445,"Teacher","Master's Degree",1,11,"8/19/2006","8/2/2010"
"12282",2151,2008,445,"Teacher","Master's Degree",1,12,"8/19/2006","8/2/2010"
"12283",2151,2009,9,"Substitute","Master's Degree",0,NA,"8/19/2006","8/2/2010"
"12284",2151,2010,445,"Teacher","Master's Degree",1,13,"8/19/2006","8/2/2010"
"12285",2152,2004,800,"Temp",NA,0,NA,"8/6/2003",""
"12286",2152,2005,800,"Temp",NA,0,NA,"8/6/2003",""
"12287",2152,2006,525,"School Staff","Bachelor's Degree",0,1,"8/6/2003",""
"12288",2152,2007,525,"School Staff","Bachelor's Degree",0,2,"8/6/2003",""
"12289",2152,2008,525,"Teacher","Bachelor's Degree",1,2,"8/6/2003",""
"12290",2152,2009,525,"Teacher","Bachelor's Degree",1,2,"8/6/2003",""
"12291",2152,2010,525,"Teacher","Bachelor's Degree",1,3,"8/6/2003",""
"12292",2152,2011,525,"Teacher","Bachelor's Degree",1,4,"8/6/2003",""
"12293",2152,2012,525,"Teacher","Bachelor's Degree",1,NA,"8/6/2003",""
"12294",2153,2004,416,"Teacher","Master's Degree",1,10,"3/9/2004","8/13/2005"
"12295",2153,2005,416,"Teacher","Master's Degree",1,11,"3/9/2004","8/13/2005"
"12296",2153,2007,418,"Teacher","Master's Degree",1,11,"8/16/2006",""
"12297",2153,2008,418,"Teacher","Master's Degree",1,12,"8/16/2006",""
"12298",2153,2009,418,"Teacher","Master's Degree",1,13,"8/16/2006",""
"12299",2153,2010,418,"Teacher","Master's Degree",1,14,"8/16/2006",""
"12300",2153,2011,418,"Teacher","Master's Degree",1,15,"8/16/2006",""
"12301",2153,2012,418,"Teacher","Master's Degree",1,NA,"8/16/2006",""
"12302",2154,2004,520,"Teacher","Bachelor's Degree",1,17,"3/31/1987","4/13/2010"
"12303",2154,2005,520,"Teacher","Bachelor's Degree",1,18,"3/31/1987","4/13/2010"
"12304",2154,2006,520,"Teacher","Bachelor's Degree",1,18,"3/31/1987","4/13/2010"
"12305",2154,2007,520,"Teacher","Bachelor's Degree",1,19,"3/31/1987","4/13/2010"
"12306",2154,2008,520,"Teacher","Bachelor's Degree",1,20,"3/31/1987","4/13/2010"
"12307",2154,2009,520,"Teacher","Bachelor's Degree",1,21,"3/31/1987","4/13/2010"
"12308",2154,2010,520,"Teacher","Bachelor's Degree",1,22,"3/31/1987","4/13/2010"
"12309",2155,2004,237,"Teacher","Master's Degree",1,32,"8/12/1973","8/9/2008"
"12310",2155,2005,237,"Teacher","Master's Degree",1,33,"8/12/1973","8/9/2008"
"12311",2155,2006,237,"Teacher","Master's Degree",1,34,"8/12/1973","8/9/2008"
"12312",2155,2007,237,"Teacher","Master's Degree",1,35,"8/12/1973","8/9/2008"
"12313",2155,2008,237,"Teacher","Master's Degree",1,35,"8/12/1973","8/9/2008"
"12314",2156,2004,480,"Teacher","Bachelor's Degree",1,6,"8/19/1999",""
"12315",2156,2005,480,"Teacher","Bachelor's Degree",1,7,"8/19/1999",""
"12316",2156,2006,480,"Teacher","Bachelor's Degree",1,7,"8/19/1999",""
"12317",2156,2007,480,"Teacher","Bachelor's Degree",1,8,"8/19/1999",""
"12318",2156,2008,480,"Teacher","Bachelor's Degree",1,9,"8/19/1999",""
"12319",2156,2009,480,"Teacher","Bachelor's Degree",1,10,"8/19/1999",""
"12320",2156,2010,480,"Teacher","Bachelor's Degree",1,11,"8/19/1999",""
"12321",2156,2011,480,"Teacher","Bachelor's Degree",1,12,"8/19/1999",""
"12322",2156,2012,480,"Teacher","Bachelor's Degree",1,NA,"8/19/1999",""
"12323",2157,2004,457,"Teacher","Bachelor's Degree",1,8,"8/19/1997",""
"12324",2157,2005,457,"Teacher","Bachelor's Degree",1,9,"8/19/1997",""
"12325",2157,2006,457,"Teacher","Bachelor's Degree",1,9,"8/19/1997",""
"12326",2157,2007,457,"Teacher","Master's Degree",1,10,"8/19/1997",""
"12327",2157,2008,457,"Teacher","Master's Degree",1,11,"8/19/1997",""
"12328",2157,2009,457,"Teacher","Master's Degree",1,12,"8/19/1997",""
"12329",2157,2010,457,"Teacher","Master's Degree",1,13,"8/19/1997",""
"12330",2157,2011,457,"Teacher","Master's Degree",1,14,"8/19/1997",""
"12331",2157,2012,485,"Teacher","Master's Degree",1,NA,"8/19/1997",""
"12332",2158,2004,525,"Teacher","Master's Degree",1,16,"8/12/2003","8/9/2011"
"12333",2158,2005,525,"Teacher","Master's Degree",1,17,"8/12/2003","8/9/2011"
"12334",2158,2006,525,"Teacher","Master's Degree",1,18,"8/12/2003","8/9/2011"
"12335",2158,2007,525,"Teacher","Master's Degree",1,19,"8/12/2003","8/9/2011"
"12336",2158,2008,525,"Teacher","Master's Degree",1,20,"8/12/2003","8/9/2011"
"12337",2158,2009,525,"Teacher","Master's Degree",1,21,"8/12/2003","8/9/2011"
"12338",2158,2010,525,"Teacher","Master's Degree",1,22,"8/12/2003","8/9/2011"
"12339",2158,2011,514,"Teacher","Master's Degree",1,23,"8/12/2003","8/9/2011"
"12340",2159,2004,800,"Teacher",NA,1,NA,"8/28/2003","8/15/2005"
"12341",2159,2005,800,"Teacher",NA,1,NA,"8/28/2003","8/15/2005"
"12342",2159,2012,44,"Teacher","Bachelor's Degree",1,NA,"7/28/2006",""
"12343",2160,2004,515,"Teacher","Bachelor's Degree",1,18,"8/9/1987",""
"12344",2160,2005,515,"Teacher","Bachelor's Degree",1,19,"8/9/1987",""
"12345",2160,2006,515,"Teacher","Bachelor's Degree",1,19,"8/9/1987",""
"12346",2160,2007,515,"Teacher","Bachelor's Degree",1,20,"8/9/1987",""
"12347",2160,2008,515,"Teacher","Bachelor's Degree",1,21,"8/9/1987",""
"12348",2160,2009,515,"Teacher","Bachelor's Degree",1,22,"8/9/1987",""
"12349",2160,2010,515,"Teacher","Bachelor's Degree",1,23,"8/9/1987",""
"12350",2160,2011,515,"Teacher","Bachelor's Degree",1,24,"8/9/1987",""
"12351",2160,2012,530,"Teacher","Bachelor's Degree",1,NA,"8/9/1987",""
"12352",2161,2004,321,"Teacher","Master's Degree",1,12,"8/9/1994",""
"12353",2161,2005,321,"Teacher","Master's Degree",1,13,"8/9/1994",""
"12354",2161,2006,321,"Teacher","Master's Degree",1,13,"8/9/1994",""
"12355",2161,2007,321,"Teacher","Master's Degree",1,14,"8/9/1994",""
"12356",2161,2008,321,"Classroom Assistant","Master's Degree",0,NA,"8/9/1994",""
"12357",2161,2009,321,"Classroom Assistant","Master's Degree",0,NA,"8/9/1994",""
"12358",2161,2010,321,"Classroom Assistant","Master's Degree",0,NA,"8/9/1994",""
"12359",2161,2011,321,"Teacher","Master's Degree",1,18,"8/9/1994",""
"12360",2161,2012,321,"Teacher","Master's Degree",1,NA,"8/9/1994",""
"12361",2162,2004,35,"Teacher","Master's Degree",1,23,"1/30/2002","7/8/2007"
"12362",2162,2005,35,"Teacher","Master's Degree",1,24,"1/30/2002","7/8/2007"
"12363",2162,2006,35,"Teacher","Master's Degree",1,25,"1/30/2002","7/8/2007"
"12364",2162,2007,35,"Teacher","Master's Degree",1,25,"1/30/2002","7/8/2007"
"12365",2163,2004,275,"Teacher","Bachelor's Degree",1,12,"8/4/1993","7/4/2007"
"12366",2163,2005,275,"Teacher","Bachelor's Degree",1,13,"8/4/1993","7/4/2007"
"12367",2163,2006,275,"Teacher","Bachelor's Degree",1,22,"8/4/1993","7/4/2007"
"12368",2163,2007,275,"Teacher","Bachelor's Degree",1,14,"8/4/1993","7/4/2007"
"12369",2164,2010,540,"Teacher","Bachelor's Degree",1,11,"3/25/2010",""
"12370",2164,2011,540,"Teacher","Bachelor's Degree",1,12,"3/25/2010",""
"12371",2164,2012,540,"Teacher","Bachelor's Degree",1,NA,"3/25/2010",""
"12372",2165,2008,448,"Teacher","Master's Degree",1,11,"10/14/2007","7/2/2008"
"12373",2166,2004,9,"Substitute",NA,0,NA,"8/19/2003","10/5/2006"
"12374",2166,2005,9,"Substitute",NA,0,NA,"8/19/2003","10/5/2006"
"12375",2166,2006,405,"Teacher","Master's Degree",1,1,"8/19/2003","10/5/2006"
"12376",2166,2007,405,"Teacher","Master's Degree",1,2,"8/19/2003","10/5/2006"
"12377",2167,2004,237,"Substitute","Master's Degree",0,NA,"9/26/1994",""
"12378",2167,2005,237,"Substitute","Master's Degree",0,NA,"9/26/1994",""
"12379",2167,2006,215,"Teacher","Master's Degree",1,18,"9/26/1994",""
"12380",2167,2010,300,"Teacher","Master's Degree",1,22,"9/26/1994",""
"12381",2167,2011,300,"Teacher","Master's Degree",1,1,"9/26/1994",""
"12382",2167,2012,300,"Teacher","Master's Degree",1,NA,"9/26/1994",""
"12383",2168,2004,800,"Temp","Bachelor's Degree",0,NA,"8/7/2004",""
"12384",2168,2005,800,"Temp","Bachelor's Degree",0,NA,"8/7/2004",""
"12385",2169,2007,475,"Teacher","Bachelor's Degree",1,3,"8/26/2006",""
"12386",2169,2008,475,"Teacher","Bachelor's Degree",1,4,"8/26/2006",""
"12387",2169,2009,475,"Teacher","Bachelor's Degree",1,5,"8/26/2006",""
"12388",2169,2010,475,"Teacher","Bachelor's Degree",1,6,"8/26/2006",""
"12389",2169,2011,475,"Teacher","Bachelor's Degree",1,7,"8/26/2006",""
"12390",2169,2012,475,"Teacher","Bachelor's Degree",1,NA,"8/26/2006",""
"12391",2170,2004,513,"Temp",NA,0,NA,"10/13/1999",""
"12392",2170,2005,261,"Teacher","Bachelor's Degree",1,5,"10/13/1999",""
"12393",2170,2006,261,"Teacher","Master's Degree",1,6,"10/13/1999",""
"12394",2170,2007,261,"Teacher","Master's Degree",1,7,"10/13/1999",""
"12395",2170,2008,261,"Teacher","Master's Degree",1,8,"10/13/1999",""
"12396",2170,2009,261,"Teacher","Master's Degree",1,9,"10/13/1999",""
"12397",2170,2010,261,"Teacher","Master's Degree",1,10,"10/13/1999",""
"12398",2170,2011,261,"Teacher","Master's Degree",1,11,"10/13/1999",""
"12399",2170,2012,261,"Teacher","Master's Degree",1,NA,"10/13/1999",""
"12400",2171,2012,580,"Teacher","Master's Degree",1,NA,"8/17/2010",""
"12401",2172,2004,460,"Teacher","Bachelor's Degree",1,10,"8/17/2003",""
"12402",2172,2005,460,"Teacher","Bachelor's Degree",1,11,"8/17/2003",""
"12403",2172,2006,460,"Teacher","Bachelor's Degree",1,11,"8/17/2003",""
"12404",2172,2007,570,"Teacher","Master's Degree",1,11,"8/17/2003",""
"12405",2172,2008,570,"Teacher","Master's Degree",1,12,"8/17/2003",""
"12406",2172,2009,570,"Teacher","Master's Degree",1,13,"8/17/2003",""
"12407",2172,2010,570,"Teacher","Master's Degree",1,14,"8/17/2003",""
"12408",2172,2011,570,"Teacher","Master's Degree",1,15,"8/17/2003",""
"12409",2172,2012,570,"Teacher","Master's Degree",1,NA,"8/17/2003",""
"12410",2173,2004,48,"Teacher","Bachelor's Degree",1,4,"2/3/2001","8/7/2009"
"12411",2173,2005,48,"Teacher","Bachelor's Degree",1,5,"2/3/2001","8/7/2009"
"12412",2173,2006,48,"Teacher","Bachelor's Degree",1,5,"2/3/2001","8/7/2009"
"12413",2173,2007,48,"Teacher","Bachelor's Degree",1,6,"2/3/2001","8/7/2009"
"12414",2173,2008,48,"Teacher","Bachelor's Degree",1,7,"2/3/2001","8/7/2009"
"12415",2173,2009,48,"Teacher","Bachelor's Degree",1,8,"2/3/2001","8/7/2009"
"12416",2174,2004,203,"Teacher","Master's Degree",1,19,"8/20/1997","8/6/2006"
"12417",2174,2005,203,"Teacher","Master's Degree",1,20,"8/20/1997","8/6/2006"
"12418",2174,2006,203,"Teacher","Master's Degree",1,20,"8/20/1997","8/6/2006"
"12419",2175,2004,203,"Teacher","Bachelor's Degree",1,14,"8/5/2001",""
"12420",2175,2005,203,"Teacher","Bachelor's Degree",1,15,"8/5/2001",""
"12421",2175,2006,203,"Teacher","Bachelor's Degree",1,15,"8/5/2001",""
"12422",2175,2007,203,"Teacher","Bachelor's Degree",1,16,"8/5/2001",""
"12423",2175,2008,203,"Teacher","Bachelor's Degree",1,17,"8/5/2001",""
"12424",2175,2009,203,"Teacher","Bachelor's Degree",1,18,"8/5/2001",""
"12425",2175,2010,203,"Teacher","Bachelor's Degree",1,19,"8/5/2001",""
"12426",2175,2011,203,"Teacher","Bachelor's Degree",1,20,"8/5/2001",""
"12427",2175,2012,203,"Teacher","Bachelor's Degree",1,NA,"8/5/2001",""
"12428",2176,2012,44,"Teacher","Bachelor's Degree",1,NA,"9/2/2011",""
"12429",2177,2004,800,"Temp","Bachelor's Degree",0,NA,"10/22/2004",""
"12430",2177,2005,800,"Temp","Bachelor's Degree",0,NA,"10/22/2004",""
"12431",2177,2006,570,"Teacher","Bachelor's Degree",1,3,"10/22/2004",""
"12432",2177,2007,570,"Teacher","Bachelor's Degree",1,4,"10/22/2004",""
"12433",2177,2008,570,"Teacher","Bachelor's Degree",1,5,"10/22/2004",""
"12434",2177,2009,570,"Teacher","Bachelor's Degree",1,6,"10/22/2004",""
"12435",2177,2010,570,"Teacher","Bachelor's Degree",1,22,"10/22/2004",""
"12436",2177,2011,570,"Teacher","Bachelor's Degree",1,8,"10/22/2004",""
"12437",2177,2012,570,"Teacher","Master's Degree",1,NA,"10/22/2004",""
"12438",2178,2005,440,"Teacher","Master's Degree",1,3,"6/6/2004",""
"12439",2178,2006,440,"Teacher","Master's Degree",1,4,"6/6/2004",""
"12440",2178,2007,490,"Teacher","Master's Degree",1,5,"6/6/2004",""
"12441",2178,2008,490,"Teacher","Master's Degree",1,6,"6/6/2004",""
"12442",2178,2009,490,"Teacher","Master's Degree",1,7,"6/6/2004",""
"12443",2178,2010,490,"Teacher","Master's Degree",1,8,"6/6/2004",""
"12444",2178,2011,490,"Teacher","Master's Degree",1,9,"6/6/2004",""
"12445",2178,2012,490,"Teacher","Master's Degree",1,NA,"6/6/2004",""
"12446",2179,2004,435,"Teacher","Bachelor's Degree",1,5,"8/10/2000",""
"12447",2179,2005,435,"Teacher","Bachelor's Degree",1,1,"8/10/2000",""
"12448",2179,2006,435,"Teacher","Bachelor's Degree",1,6,"8/10/2000",""
"12449",2179,2007,435,"Teacher","Bachelor's Degree",1,7,"8/10/2000",""
"12450",2179,2008,435,"Teacher","Bachelor's Degree",1,8,"8/10/2000",""
"12451",2179,2009,435,"Teacher","Bachelor's Degree",1,9,"8/10/2000",""
"12452",2179,2010,480,"Teacher","Master's Degree",1,10,"8/10/2000",""
"12453",2179,2011,480,"Teacher","Master's Degree",1,11,"8/10/2000",""
"12454",2179,2012,480,"Teacher","Master's Degree",1,NA,"8/10/2000",""
"12455",2180,2004,227,"Teacher","Bachelor's Degree",1,29,"8/11/1978",""
"12456",2180,2005,227,"Teacher","Bachelor's Degree",1,30,"8/11/1978",""
"12457",2180,2006,227,"Teacher","Bachelor's Degree",1,31,"8/11/1978",""
"12458",2180,2007,227,"Teacher","Bachelor's Degree",1,32,"8/11/1978",""
"12459",2180,2008,227,"Teacher","Bachelor's Degree",1,33,"8/11/1978",""
"12460",2180,2009,227,"Teacher","Bachelor's Degree",1,34,"8/11/1978",""
"12461",2180,2010,227,"Teacher","Bachelor's Degree",1,35,"8/11/1978",""
"12462",2180,2011,227,"Teacher","Bachelor's Degree",1,36,"8/11/1978",""
"12463",2180,2012,227,"Teacher","Bachelor's Degree",1,NA,"8/11/1978",""
"12464",2181,2011,44,"Teacher","Bachelor's Degree",1,12,"10/23/2003",""
"12465",2181,2012,44,"Teacher","Bachelor's Degree",1,NA,"10/23/2003",""
"12466",2182,2004,219,"Teacher","Bachelor's Degree",1,24,"8/22/1984","8/9/2007"
"12467",2182,2005,219,"Teacher","Bachelor's Degree",1,25,"8/22/1984","8/9/2007"
"12468",2182,2006,219,"Teacher","Bachelor's Degree",1,25,"8/22/1984","8/9/2007"
"12469",2182,2007,219,"Teacher","Bachelor's Degree",1,26,"8/22/1984","8/9/2007"
